name,desc,date
Znn659178494,橘子郎的夏天就像我家的私房蛋糕店、每次想吃蛋糕和雪媚娘总是会选他们家、不会考虑其他蛋糕店！这是为什么呢？因为他们家的材料新鲜、奶油纯正、价格也实惠！反正就是每次吃完一个蛋糕还想着再买一个的节奏！哈哈哈！祝他们家生意兴隆、越来越好！,2016年11月13日
Znn659178494,橘子郎的夏天就像我家的私房蛋糕店、每次想吃蛋糕和雪媚娘总是会选他们家、不会考虑其他蛋糕店！这是为什么呢？因为他们家的材料新鲜、奶油纯正、价格也实惠！反正就是每次吃完一个蛋糕还想着再买一个的节奏！哈哈哈！祝他们家生意兴隆、越来越好、也希望美团活动多多、会一如既往的支持！,2016年11月13日
神仙的江湖,第二次了，味道超赞，果肉很多呀,2017年3月3日
xiaoxiaocun123,一直喜欢这里，也常常买，一家人都喜欢,2017年3月2日
只爱我家妞,桔子郎的夏天只认准这家、其它没有可比的,2017年3月1日
LoveKiKi258,买过好多次的老顾客了 炒鸡喜欢橘子郎家的雪胖子,2017年2月26日
gaomq19,一年不知道要去几次 口碑好，就是折扣不太有,2017年2月26日
Ulk429765947,口味越做越差，上次点点榴芒千层蛋糕做成全芒果的，芒果不甜好酸带有渣，没以前的好吃。,2017年2月17日
_qqfz81418883693,超级好吃的！美味根本停不下来！每次都是买好几个！,2017年2月25日
LoveKiKi258,买过好多次的老顾客了 会继续支持噠,2017年2月26日
寂寞的人呀418w,蛋糕味道不错的一个月买了两次了,2017年2月26日
寂寞的人呀418w,蛋糕味道不错的一个月买两次呵呵,2017年2月26日
Ulk429765947,越做越难吃，预定的榴芒千层给做成全芒果的也就算了。芒果带渣又不甜，酸酸的，实在难吃。,2017年2月17日
玫瑰炎炎,夏天吃榴莲分量十足，冬天买两次就不怎么好,2017年2月24日
玫瑰炎炎,夏天的吃榴莲比较足，冬天吃口感不怎么样,2017年2月24日
xiaobai3883,虽然已经很久了，但是对那雪媚娘还是记忆犹新，那皮厚的呀不是一般的厚都已经包不起来了，我是在临平山附近的家买的,2017年2月5日
fkt777621868,奶油和芒果都挺新鲜的，味道也特别的好吃！,2017年2月22日
jqC545747797,不记得这是第几次买了，反正是常客了，他家的东西真心不错，好吃，水果很多，很新鲜，下次还会再来的。,2016年12月20日
阮默默耶,味道还好 奶油也不腻,2017年2月25日
LoveKiKi258,分量足 是动物奶油 味道不错哦,2017年2月21日
dingsuying2008,蛮好吃的，儿子很喜欢。下次还会光顾。,2017年2月20日
包森琴,桔子郎的雪媚娘百吃不厌，六个口味都喜欢,2017年2月16日
LoveKiKi258,个头超大的雪胖子哦 新鲜,2017年2月21日
LoveKiKi258,现做的 就是感觉奶油好像掺了植物的,2017年2月21日
jqC545747797,第二次光顾了，之前买了两个千层，芒果千层和火龙果千层，味道还是不错的，不是很甜。这次换个口味买了芒果忘返，奶油还是一样，不是很甜，所以不腻，给小孩吃放心，芒果也蛮好吃的，是新鲜的，唯一的缺点就是个头有点小。,2016年12月2日
HAc915467192,一直很喜欢桔子郎，奶油一点也不腻。,2017年2月15日
鲜的蜜桃果汁,味道真的很好，不油不腻，不是蛋糕店的那种奶油，以前经常吃，这下好久没吃了又想念这个味道了，最喜欢的榴芒千层味道最棒了，反正永远吃不腻，今天老爸生日又订了一个，真的很实惠。而且量不多刚刚够吃。喜欢吃好吃真的好吃。,2016年11月23日
_qq2kh1347596940,越来越差了，皮厚，包也包不好，随随便便糊弄一下，如果不是顺路绝对不买…,2017年1月10日
YSJEyesOpen,我很喜欢吃他们家的蛋糕 要是自己会做就好了,2017年2月11日
奶茶妹妹Li,味道棒棒哒！超新鲜！忠实的客户！！,2017年2月10日
mz_chen,蛋糕一直都是她家，不二选择！我不爱吃甜食的，但是这家重点推荐,2017年2月5日
Donnnnnnn,买了无数次了，好吃到不行,2017年2月11日
Donnnnnnn,买了好多次了，真的是好吃,2017年2月11日
Donnnnnnn,买了好多次，真的好吃,2017年2月11日
南方姑娘～～～,一直都挺喜欢桔子郎的夏天的蛋糕。吃不腻,2017年2月10日
oln31022774,好吃，草莓当季，偏酸了点，不过很新鲜，店里没人，小哥有一点高冷嘻嘻,2016年12月22日
GeL648963987,蛋糕非常的好吃，奶油甜而不腻，非常棒,2017年2月7日
gaolin1123,只要去临平，都会去买千层！！！,2017年2月6日
用户名：姓名,口感还行吧 凑合 还是千层好吃 服务倒是还行 环境倒是不咋滴 反正都是打包 没有什么影响,2017年1月25日
宝宝20131119,蛋糕味道不错，但是去买时东西的选择的式样太少，没的挑选。,2017年1月30日
只爱我家妞,一如既往的好吃、分量足性价比高,2017年2月2日
用户名：姓名,感觉千层蛋糕一直就是这家店的主打 反正别的产品吃吃看味道也就这样,2017年1月25日
点点NoNoA,货真价实，很好吃，芒果超多的，两个人吃不完。,2017年1月12日
用户名：姓名,一直以来的忠实顾客了 从最早的一家店到现在的三家店 味道是根本,2017年1月25日
dlp20101023,应该是最认真的一次评价了。7点50多打电话过去定芒果千层，他说要30分钟左右，现做。差不多时间拿到到家，要拿出来的时候就感觉不太对，很软，湿湿的，和之前拿出来的那么爽快不一样。好不容易拿出来了，奶油的颜色偏黄，ok，吃吃看，超级软，可以看图片，整个都是软下去的，整个都湿答答的，口感真心很不好，奶油还是奶油吗？我不知道是奶油不新鲜还是怎么样，蛋皮也是湿的，真的不太能忍好吗。如果不新鲜了，电话里就说清楚可以吗。一下子对芒果千层无感了。自己看图吧，要买的，要吃的，还是先确认下吧。我也不想为了这么点去多计较什么，就希望商家不要让消费者对你们失望可以吗。,2016年9月16日
用户名：姓名,味道好 服务好 就是环境稍微差了点 冷色系的装修,2017年1月25日
Albee472,吃到过的最好吃的雪胖子，每隔一段时间都会来买。,2017年1月27日
天亮就粗发,量很足啊，芒果味少了点，可能芒果没选好？,2017年1月26日
匿名用户,他们家的蛋糕很好吃！经常去买，甜而不腻！水果很新鲜，就是有时候蛋糕胚太湿了点！下次买蛋糕还会选择这家！,2017年1月11日
Albee472,好吃的草莓，好吃的千层，就是有点小贵。,2017年1月27日
天亮就粗发,还是喜欢芒果的，草莓的没那么好吃😋,2017年1月26日
luoyabxia,挺喜欢这家的千层蛋糕的，买了好多次了，就是店的位置在老城区，进出和停车不大方便。,2017年1月15日
点点NoNoA,蛋糕是动物奶油，很香，就是尺寸大点的没有团购有点贵，水果很新鲜。,2016年12月1日
小笼包嗯,雪媚娘很大很好吃，以后还来哦！,2017年1月25日
uod133144110,桔子朗的夏天，这家的芒果千层是无限回购款。味道很好，淡淡的甜一点也不腻，好吃到没朋友！,2017年1月5日
wrh270117047,很精致但是好小....,2016年12月25日
爱yu宝宝,雪媚娘每个口味都好吃的！但是如果比较喜欢吃甜一点话，还是选奥利奥的吧水果味的会淡点！雪媚娘很大，很#雪媚娘##芒果千层##木糠杯#好吃，奶油非常新鲜，甜而不腻！水果也是新鲜汁多！离家蛮近，经常去，店铺不大，但环境清新脱俗，美团价格非常划算！东西不会是因为美团价而打折扣！服务态度也没话说，很亲戚，美女说话好温柔的！希望桔子郎的夏天越做越好！越来越多人喜欢！,2016年9月13日
点点NoNoA,好大的雪媚娘   货真价实，动物奶油很香淳。,2017年1月14日
BPm226432193,真的很好吃，服务态度也很好,2017年1月4日
匿名用户,小伙伴说味道很不错，就是位置有点远！,2017年1月13日
匿名用户,味道还是不错，服务也不错。速度蛮快的,2017年1月14日
匿名用户,常回购，芒果千层好吃的停不下来，看似小小的一个蛋糕，其实很有饱腹感。,2017年1月8日
匿名用户,很满意，买了好多了。,2017年1月19日
匿名用户,味道不错，新鲜做的，孩子爱吃。,2017年1月14日
开奥迪想普桑,好吃很好吃，不腻，芒果也很不错的,2017年1月15日
匿名用户,这次换夏威夷千层了，是火龙果和芒果的，奶油细腻不甜，水果量多，下回换戚风的😄,2016年11月18日
西西里1201,不错味道很好很赞的，就是等的时间有点长。榴莲我超级喜欢,2017年1月8日
LiuXin1226521,很喜欢吃，每次都是我和宝宝一人一个，吃第二个会感觉腻，最爱的就是芒果味道了，吃饱睡觉咯,2016年12月30日
君H21,蛋糕味道不错，用料很足，水果新鲜，好评,2016年12月19日
Eleven_11Mother,以前不知道美團積分的重要性，現在自从知道了美團積分可以抵用現金時，我把這句話複製下來，走到那，復印到那，從此充數字。畢竟100個字才有機會拿走100積分的。味道很不错，还会再来的！！！环境好，服务好，出品好！#雪媚娘##蛋糕# #千层水果派# ##,2016年12月7日
Eleven_11Mother,以前不知道美團積分的重要性，現在自从知道了美團積分可以抵用現金時，我把這句話複製下來，走到那，復印到那，從此充數字。畢竟100個字才有機會拿走100積分的。味道很不错，还会再来的！！！环境好，服务好，出品好！蛋糕 雪媚娘都是我最爱哦,2016年12月7日
多豆妈～,每次经过必买，家里人都喜欢吃桔子郎家的雪媚娘！！！,2017年1月7日
蔬菜沙拉酱,两个人次次 就次完了,2017年1月12日
匿名用户,买了好几次雪媚娘了，个头好大，水果还算新鲜！ #雪媚娘#,2017年1月3日
mrwingo,经常吃，2个已经很撑了。,2017年1月10日
匿名用户,一直在桔子郎订的蛋糕，以前都是全五分的！这次是真心失望！让女儿失望了！大家看实物与图片对比就知道了，唉！,2016年11月13日
IYr936993572,奶油不腻。第二次购买了。味道不错。,2016年12月13日
zaT194135392,炒鸡好吃，隔段时间就想着来吃，感觉非常棒，而且服务态度特别好,2016年12月20日
铖77,一直都喜欢桔子郎的蛋糕，味道甜而不腻，草莓也很多，吃了停不下来！,2016年12月17日
匿名用户,好吃的，多次去买过,2016年12月28日
南湖小骄傲8,很好吃，现做的，吃多了就腻了，过段时间就又超级想吃，哈哈～强烈推荐千层蛋糕，雪媚娘，还有芒果杯。真的好吃，过段时间再去，现做也挺快的，最好提前电话预定，就不用等啦～服务还不错，是个美女老板，下次再去咯。#榴莲忘返# #雪媚娘# #榴芒#,2016年9月23日
aLB298708575,挺好吃的，就是距离有点远，但还是让人心满意足,2016年12月24日
Jc丶,刚发现的蛋糕店，买了给小宝宝吃，不会太腻，水果也很多，蛋糕也很大，很喜欢，以后肯定会经常来,2016年12月2日
正SOON,#芒果千层蛋糕#,2016年12月29日
小小蚂蚁1234,最喜欢吃这里的千层 已经上瘾了💕💕,2016年12月26日
匿名用户,每隔一段时间总是想吃一次根本停不下来,2016年12月19日
lenasly,忘不了的口味,2016年12月21日
nbS575970201,蛋糕很好吃，一点都不腻，都吃完了！,2016年12月19日
lenasly,一如既往的好吃,2016年12月21日
开心麻麻咪呀,超大个的，真是雪胖子，太好吃了，又便宜！,2016年12月1日
chf435390573,原来6寸这么小😂    讲真，都没什么味道，芒果没有芒果味蛋糕没有蛋糕味，第一次吃到这么淡的奶油，我都怀疑没放糖… 味道跟样子不成正比啊，不配送，自提，价格也不低，反正我期望很高结果失望了，下次应该不会去了吧，虽然店主很帅，装修很漂亮…  对了，没有生日帽！到家我才想起来，又不值当再跑一趟 🙄,2016年10月7日
何处去0,很好吃哈，一如既往支持，上年生日也是买的这家蛋糕，很喜欢吃，不腻！,2016年12月12日
QKp815622015,奶油稍微有点稀，这种天中午买回去晚上吃粘纸了，外甥说拿着吃都拿不住,2016年12月11日
RAIN89000013,什么榴芒千层？？？是不是给我做错了！！大晚上的也不好打电话质问了！根本没吃出榴莲味，全是芒果，冰箱放太久太冰了，吃的胃凉凉的！不适合冬天吃啊！味道也没以前那么好吃了！ #榴芒千层蛋糕#,2016年11月25日
木乔zj,超级喜欢雪媚娘，不过感觉还是略贵,2016年12月18日
syw陌生人,好吃，认准这家，奶油一点都不腻,2016年11月17日
chao098908,好不错可以（）66回家好4下次去好不错回放,2016年12月14日
_weixin939441693,超级好吃，不止一次购买了，还会继续光临的,2016年12月15日
爱yu宝宝,经常来这吃甜品！好吃的不要不要的，环境挺好的，很有情调，，分量很足，同样的东西比起其他店便宜很多，质量不会因为便宜而打折扣，价廉物美！喜欢甜品的亲们抓紧购买吧，奶油一点都不腻，非常新鲜！服务态度也很好，说话很亲切！看图吧！,2016年9月13日
halise3210,买的泡芙快过保质期了还在卖，问是不是当天的也不回答，好难吃,2016年12月13日
匿名用户,好吃不腻，甜味适中，清淡型，两人吃完正好一顿下午茶,2016年12月10日
Victory2qimiao,不错我的最爱啊，每次想吃蛋糕🎂都会直接去桔子郎的夏天，早上电话预约的，下午下班过去拿，老早就做好了，棒棒哒，我家里人都爱吃，谁生日后报桔子郎夏天，甜而不腻，量不多但就是爱吃，雪媚娘也爱 木糠杯也超爱的，就是上面都是多,2016年9月9日
雅望夏木0521,早上拍的单，下午去拿的，4个人吃刚好，奶油不腻，要了芒果的，芒果很多，新鲜，很好吃 #芒果千层# #雪媚娘#,2016年12月2日
gEO365868744,味道不错，就是太小了。。。。。,2016年11月28日
eQI789324719,现在不是现做的，味道不一样……奶油都化了....没口感没口感,2016年12月9日
_qqcw71393286958,橘子郎的夏天，女儿的最爱，今天下午放学，昨天晚上就打电话来要吃这家的蛋糕了，刚拿回家就吃上了，而且一口气把一个千层蛋糕给吃完了，弄的晚饭都吃不下了。我只想说，你们的蛋糕太好吃了！😄,2016年11月14日
匿名用户,很好吃，我很喜欢，奶油也不腻。,2016年12月10日
Mmmmmiaya,买了八百遍了，从老店到新店。我的最爱啊~[比心]   (☆´3｀),2016年12月5日
Mmmmmiaya,买了八百遍了，从老店到新店。我的最爱啊~[比心]   (☆´3｀),2016年12月5日
Mmmmmiaya,买了八百遍了，从老店到新店。我的最爱啊~[比心]   (☆´3｀),2016年12月5日
tXs303786619,非常好吃，买了两个，一个自己吃，一个送朋友，她也非常喜欢,2016年12月6日
peR535466306,抢的29元午餐券很实惠，中午几个小伙伴约了一下，那边还算好停车的，过去门口正好一个车位，牛排在楼上，进去人挺多的，东西说实话不是很多，比较少味道也一般，牛排我选择7分，同事两个都选择八分还没我的熟，有一点坑的是小孩没半价或者儿童牛排，花了59,2016年8月26日
dEU800602729,奶油很清淡 不腻 水果量足 完全没有抵抗力！,2016年12月4日
沈珞雅,最喜欢吃他们家的白胖子了，不过没有刚开始大了哦，水果很新鲜，一如既往好评,2016年11月25日
蓝色妖姬23,蛋糕味道不错，奶油淡，挺喜欢！,2016年11月19日
Sally_沈Li,一如既往的好，以后会经常来买的哦~个头有点小哦，比较适合2-3个人,2016年12月1日
匿名用户,不错一如既往的好，一如既往的尺寸，2-3个人吃就刚好，多了拿出来都闲小气,2016年12月1日
Sally_沈Li,一如既往的好，以后会经常来买的哦~个头有点小哦，比较适合2-3个人,2016年12月1日
W泡芙小姐325,味道很好，口感不腻，下次还会买,2016年12月8日
bes1deU,很好吃 每次来都要买点东西回家！小孩子也很喜欢 #雪媚娘# #千层蛋糕# #芒果千层#,2016年11月12日
雨辰11,感觉比以前小了好多，味道也变了。,2016年12月4日
Sally_沈Li,一如既往的好，以后会经常来买的哦~奥利奥口味是最爱,2016年12月1日
Sally_沈Li,一如既往的好，以后会经常来买的哦~奥利奥口味是最爱,2016年12月1日
Sally_沈Li,一如既往的好，以后会经常来买的哦~奥利奥口味是最爱,2016年12月1日
Sally_沈Li,一如既往的好，以后会经常来买的哦~奥利奥口味是最爱,2016年12月1日
泡沫my,是现做的，不过火龙果是白的，个头挺大，奶油口感很好。,2016年12月2日
匿名用户,味道还可以但是我还是喜欢甜一点的奶油,2016年12月4日
fMT725978058,现做的，很新鲜，很好吃，大大的满足,2016年12月5日
EBp124080774,特别好吃，有一段时间不买，就会非常想念。,2016年12月4日
crystal840916,好吃的，就是雪媚娘太大了，吃多了有点腻。最好小一点，价格便宜点,2016年11月28日
guohui_2233,好吃的不要不要的，环境挺好的，很有情调，榴芒千层，分量很足，两个人吃正好，里面真的有榴莲，还不少哦，比起其他店便宜很多，质量不会因为便宜而打折扣，喜欢甜品的亲们抓紧购买吧，奶油不腻，芒果榴莲很新鲜，看图吧！,2016年8月27日
泡沫my,孩子挺喜欢吃的，甜而不腻，口味很好。,2016年12月2日
活该腻味,一定之规、一定之法残忍抹杀不了你幸福就,2016年11月30日
匿名用户,总体来说，一般，可能是我不喜欢喝牛奶的缘故，奶味太重,2016年11月27日
WangYQ...,奶油味道淡淡的，不错，但是奶油好多，没怎么看到芒果,2016年11月28日
匿名用户,很爱她家的蛋糕，雪媚娘又大个又好吃，一个就很饱了。,2016年12月1日
_qqvkh1377071610,还行吧，小朋友不是很喜欢吃，我觉得味道还好，买了一个芒果，一个饼干的，觉得水果的还是比奥利奥的好吃。。。,2016年11月22日
可可没有热可可,"雪媚娘很好吃
芒果千层味道也很好",2016年11月13日
jiangjing808,还不错,2016年11月28日
GBD454346763,很大个哦，买了奥利奥和木糠的，不错,2016年12月1日
盼盼20020505,老老顾客了，也不知道光顾多少次了，但价格永远没变，哭。,2016年11月27日
LQx549546823,不知道为什么盒子质量这么差 底部是粘住的 拿都拿不出来 等我好不容易废了九牛二虎之力撕下来当爱已经破相了 真是气死了！希望店家不要用这么质量差的盒子了！,2016年10月9日
阿狸君的小裤衩,很喜欢他们家的蛋糕，就是好小，现在貌似可以加钱选大一点的，以后买大的，小的不够吃啊！,2016年11月21日
MG梅哥,过生日只选他家的蛋糕，时尚又别致，主要是特别好吃果然超足,2016年11月8日
WangYQ...,感觉现在里面的馅，奶油好多，料好少了！,2016年11月28日
盼盼20020505,速度快，小孩喜欢，老买的，价格优惠点就好了,2016年11月27日
格格巫c6,很好吃啊 会特意赶过去吃 敲喜欢吖,2016年11月28日
tt20100302,不错哦，经常来，就是不方便，不好停车,2016年11月28日
盼盼20020505,味道还不错，对老顾客能优惠点才行。,2016年11月27日
盼盼20020505,貌似在美团上只买这家，味道不错的。,2016年11月27日
xiaoxiaocun123,灰常灰常喜欢，一如既往的好吃，,2016年11月27日
匿名用户,停车方便，味道好，速度快！！！,2016年11月28日
盼盼20020505,味道还可以，离家近，老顾客了。,2016年11月27日
盼盼20020505,味道一直不变，一直在买，永远如一。,2016年11月27日
匿名用户,非常非常喜欢吃！从弄堂里的第一家店吃到现在了！,2016年11月24日
Snh417730465,我就喜欢橘子浪 临平甜点就认了 橘子浪,2016年11月26日
匿名用户,好久没买了，感觉更好吃啦，奶油一点都不腻！！！！,2016年11月25日
ihx372406268,朋友推荐的。味道不错。下次还会在买的,2016年11月26日
GkT392272186,经常买的店，在回家路上就开吃，好吃,2016年11月25日
钧玲轩,芒果千层味道不错，吃了不油腻！已经好几次购买了,2016年11月22日
钧玲轩,味道很好，奶油不油腻，芒果量足！已经好几次购买了,2016年11月22日
DearMiss_jing,蛋糕真的味道不错哦！从塘栖去买的，奶油很淡，吃了没什么负担，里面的水果很多，芒果和火龙果很新鲜，这次去不知道路线，下次就知道了！还会回购的。,2016年11月6日
钧玲轩,很好吃很好吃，想要吃芒果千层的话，首选就这家,2016年11月22日
匿名用户,好久没去吃桔子郎了，特地重塘栖过来吃的。今天的千层没以前吃的好吃，打开就感觉奶油要化了一样，图案也没之前的好看，喜欢一颗颗的裱花图案，不喜欢这种大的,2016年10月17日
